Country,League,Season,Date,Home,Away
Brazil,Serie A,2015,09/05/15,Chapecoense,Coritiba
Brazil,Serie A,2015,09/05/15,Palmeiras,Atletico-MG
Brazil,Serie A,2015,09/05/15,Fluminense,Joinville
Brazil,Serie A,2015,10/05/15,Gremio,Ponte Preta
Brazil,Serie A,2015,10/05/15,Atletico-PR,Internacional
Brazil,Serie A,2015,10/05/15,Cruzeiro,Corinthians
Brazil,Serie A,2015,10/05/15,Sao Paulo,Flamengo
Brazil,Serie A,2015,10/05/15,Sport,Figueirense
Brazil,Serie A,2015,10/05/15,Avai,Santos
Brazil,Serie A,2015,10/05/15,Vasco,Goias
Brazil,Serie A,2015,16/05/15,Coritiba,Gremio
Brazil,Serie A,2015,16/05/15,Goias,Atletico-PR
Brazil,Serie A,2015,16/05/15,Corinthians,Chapecoense
Brazil,Serie A,2015,17/05/15,Figueirense,Vasco
Brazil,Serie A,2015,17/05/15,Atletico-MG,Fluminense
Brazil,Serie A,2015,17/05/15,Flamengo,Sport
Brazil,Serie A,2015,17/05/15,Santos,Cruzeiro
Brazil,Serie A,2015,17/05/15,Internacional,Avai
Brazil,Serie A,2015,17/05/15,Joinville,Palmeiras
Brazil,Serie A,2015,17/05/15,Ponte Preta,Sao Paulo
Brazil,Serie A,2015,23/05/15,Sao Paulo,Joinville
Brazil,Serie A,2015,23/05/15,Vasco,Internacional
Brazil,Serie A,2015,23/05/15,Gremio,Figueirense
Brazil,Serie A,2015,24/05/15,Palmeiras,Goias
Brazil,Serie A,2015,24/05/15,Atletico-PR,Atletico-MG
Brazil,Serie A,2015,24/05/15,Avai,Flamengo
Brazil,Serie A,2015,24/05/15,Chapecoense,Santos
Brazil,Serie A,2015,24/05/15,Fluminense,Corinthians
Brazil,Serie A,2015,24/05/15,Cruzeiro,Ponte Preta
Brazil,Serie A,2015,24/05/15,Sport,Coritiba
Brazil,Serie A,2015,30/05/15,Coritiba,Avai
Brazil,Serie A,2015,30/05/15,Ponte Preta,Chapecoense
Brazil,Serie A,2015,30/05/15,Joinville,Atletico-PR
Brazil,Serie A,2015,31/05/15,Santos,Sport
Brazil,Serie A,2015,31/05/15,Atletico-MG,Vasco
Brazil,Serie A,2015,31/05/15,Corinthians,Palmeiras
Brazil,Serie A,2015,31/05/15,Goias,Gremio
Brazil,Serie A,2015,31/05/15,Internacional,Sao Paulo
Brazil,Serie A,2015,31/05/15,Figueirense,Cruzeiro
Brazil,Serie A,2015,31/05/15,Flamengo,Fluminense
Brazil,Serie A,2015,03/06/15,Atletico-PR,Figueirense
Brazil,Serie A,2015,03/06/15,Chapecoense,Joinville
Brazil,Serie A,2015,03/06/15,Vasco,Ponte Preta
Brazil,Serie A,2015,03/06/15,Sao Paulo,Santos
Brazil,Serie A,2015,03/06/15,Avai,Atletico-MG
Brazil,Serie A,2015,03/06/15,Cruzeiro,Flamengo
Brazil,Serie A,2015,03/06/15,Gremio,Corinthians
Brazil,Serie A,2015,04/06/15,Fluminense,Coritiba
Brazil,Serie A,2015,04/06/15,Palmeiras,Internacional
Brazil,Serie A,2015,04/06/15,Sport,Goias
Brazil,Serie A,2015,06/06/15,Atletico-MG,Cruzeiro
Brazil,Serie A,2015,06/06/15,Flamengo,Chapecoense
Brazil,Serie A,2015,06/06/15,Santos,Ponte Preta
Brazil,Serie A,2015,06/06/15,Atletico-PR,Vasco
Brazil,Serie A,2015,06/06/15,Joinville,Corinthians
Brazil,Serie A,2015,06/06/15,Sao Paulo,Gremio
Brazil,Serie A,2015,07/06/15,Internacional,Coritiba
Brazil,Serie A,2015,07/06/15,Figueirense,Palmeiras
Brazil,Serie A,2015,07/06/15,Fluminense,Sport
Brazil,Serie A,2015,07/06/15,Goias,Avai
Brazil,Serie A,2015,10/06/15,Atletico-MG,Santos
Brazil,Serie A,2015,13/06/15,Chapecoense,Sao Paulo
Brazil,Serie A,2015,13/06/15,Corinthians,Internacional
Brazil,Serie A,2015,13/06/15,Coritiba,Flamengo
Brazil,Serie A,2015,13/06/15,Sport,Joinville
Brazil,Serie A,2015,13/06/15,Vasco,Cruzeiro
Brazil,Serie A,2015,14/06/15,Ponte Preta,Goias
Brazil,Serie A,2015,14/06/15,Avai,Figueirense
Brazil,Serie A,2015,14/06/15,Gremio,Atletico-PR
Brazil,Serie A,2015,14/06/15,Palmeiras,Fluminense
Brazil,Serie A,2015,18/06/15,Figueirense,Internacional
Brazil,Serie A,2015,20/06/15,Flamengo,Atletico-MG
Brazil,Serie A,2015,20/06/15,Santos,Corinthians
Brazil,Serie A,2015,20/06/15,Sport,Vasco
Brazil,Serie A,2015,20/06/15,Gremio,Palmeiras
Brazil,Serie A,2015,21/06/15,Cruzeiro,Chapecoense
Brazil,Serie A,2015,21/06/15,Atletico-PR,Coritiba
Brazil,Serie A,2015,21/06/15,Joinville,Goias
Brazil,Serie A,2015,21/06/15,Sao Paulo,Avai
Brazil,Serie A,2015,24/06/15,Fluminense,Ponte Preta
Brazil,Serie A,2015,27/06/15,Avai,Gremio
Brazil,Serie A,2015,27/06/15,Chapecoense,Sport
Brazil,Serie A,2015,27/06/15,Corinthians,Figueirense
Brazil,Serie A,2015,28/06/15,Atletico-MG,Joinville
Brazil,Serie A,2015,28/06/15,Coritiba,Cruzeiro
Brazil,Serie A,2015,28/06/15,Goias,Fluminense
Brazil,Serie A,2015,28/06/15,Palmeiras,Sao Paulo
Brazil,Serie A,2015,28/06/15,Ponte Preta,Atletico-PR
Brazil,Serie A,2015,28/06/15,Internacional,Santos
Brazil,Serie A,2015,28/06/15,Vasco,Flamengo
Brazil,Serie A,2015,01/07/15,Sport,Internacional
Brazil,Serie A,2015,01/07/15,Vasco,Avai
Brazil,Serie A,2015,01/07/15,Atletico-MG,Coritiba
Brazil,Serie A,2015,01/07/15,Palmeiras,Chapecoense
Brazil,Serie A,2015,01/07/15,Atletico-PR,Sao Paulo
Brazil,Serie A,2015,01/07/15,Gremio,Cruzeiro
Brazil,Serie A,2015,01/07/15,Joinville,Flamengo
Brazil,Serie A,2015,02/07/15,Corinthians,Ponte Preta
Brazil,Serie A,2015,02/07/15,Figueirense,Goias
Brazil,Serie A,2015,02/07/15,Fluminense,Santos
Brazil,Serie A,2015,04/07/15,Coritiba,Joinville
Brazil,Serie A,2015,04/07/15,Chapecoense,Vasco
Brazil,Serie A,2015,04/07/15,Cruzeiro,Atletico-PR
Brazil,Serie A,2015,05/07/15,Avai,Sport
Brazil,Serie A,2015,05/07/15,Goias,Corinthians
Brazil,Serie A,2015,05/07/15,Santos,Gremio
Brazil,Serie A,2015,05/07/15,Sao Paulo,Fluminense
Brazil,Serie A,2015,05/07/15,Flamengo,Figueirense
Brazil,Serie A,2015,05/07/15,Internacional,Atletico-MG
Brazil,Serie A,2015,05/07/15,Ponte Preta,Palmeiras
Brazil,Serie A,2015,08/07/15,Chapecoense,Gremio
Brazil,Serie A,2015,08/07/15,Coritiba,Ponte Preta
Brazil,Serie A,2015,08/07/15,Goias,Santos
Brazil,Serie A,2015,08/07/15,Figueirense,Joinville
Brazil,Serie A,2015,08/07/15,Palmeiras,Avai
Brazil,Serie A,2015,08/07/15,Atletico-MG,Sport
Brazil,Serie A,2015,08/07/15,Internacional,Flamengo
Brazil,Serie A,2015,08/07/15,Vasco,Sao Paulo
Brazil,Serie A,2015,09/07/15,Corinthians,Atletico-PR
Brazil,Serie A,2015,09/07/15,Fluminense,Cruzeiro
Brazil,Serie A,2015,11/07/15,Gremio,Vasco
Brazil,Serie A,2015,11/07/15,Santos,Figueirense
Brazil,Serie A,2015,11/07/15,Ponte Preta,Atletico-MG
Brazil,Serie A,2015,12/07/15,Sao Paulo,Coritiba
Brazil,Serie A,2015,12/07/15,Atletico-PR,Fluminense
Brazil,Serie A,2015,12/07/15,Cruzeiro,Goias
Brazil,Serie A,2015,12/07/15,Flamengo,Corinthians
Brazil,Serie A,2015,12/07/15,Joinville,Internacional
Brazil,Serie A,2015,12/07/15,Avai,Chapecoense
Brazil,Serie A,2015,12/07/15,Sport,Palmeiras
Brazil,Serie A,2015,18/07/15,Flamengo,Gremio
Brazil,Serie A,2015,18/07/15,Internacional,Goias
Brazil,Serie A,2015,18/07/15,Corinthians,Atletico-MG
Brazil,Serie A,2015,19/07/15,Atletico-PR,Chapecoense
Brazil,Serie A,2015,19/07/15,Figueirense,Coritiba
Brazil,Serie A,2015,19/07/15,Fluminense,Vasco
Brazil,Serie A,2015,19/07/15,Palmeiras,Santos
Brazil,Serie A,2015,19/07/15,Sport,Sao Paulo
Brazil,Serie A,2015,19/07/15,Cruzeiro,Avai
Brazil,Serie A,2015,19/07/15,Joinville,Ponte Preta
Brazil,Serie A,2015,25/07/15,Avai,Atletico-PR
Brazil,Serie A,2015,25/07/15,Gremio,Sport
Brazil,Serie A,2015,25/07/15,Atletico-MG,Figueirense
Brazil,Serie A,2015,26/07/15,Chapecoense,Fluminense
Brazil,Serie A,2015,26/07/15,Santos,Joinville
Brazil,Serie A,2015,26/07/15,Coritiba,Corinthians
Brazil,Serie A,2015,26/07/15,Goias,Flamengo
Brazil,Serie A,2015,26/07/15,Ponte Preta,Internacional
Brazil,Serie A,2015,26/07/15,Sao Paulo,Cruzeiro
Brazil,Serie A,2015,26/07/15,Vasco,Palmeiras
Brazil,Serie A,2015,29/07/15,Atletico-MG,Sao Paulo
Brazil,Serie A,2015,29/07/15,Corinthians,Vasco
Brazil,Serie A,2015,01/08/15,Fluminense,Gremio
Brazil,Serie A,2015,02/08/15,Coritiba,Goias
Brazil,Serie A,2015,02/08/15,Palmeiras,Atletico-PR
Brazil,Serie A,2015,02/08/15,Figueirense,Ponte Preta
Brazil,Serie A,2015,02/08/15,Flamengo,Santos
Brazil,Serie A,2015,02/08/15,Internacional,Chapecoense
Brazil,Serie A,2015,02/08/15,Joinville,Avai
Brazil,Serie A,2015,02/08/15,Sport,Cruzeiro
Brazil,Serie A,2015,08/08/15,Avai,Fluminense
Brazil,Serie A,2015,08/08/15,Santos,Coritiba
Brazil,Serie A,2015,09/08/15,Atletico-PR,Sport
Brazil,Serie A,2015,09/08/15,Vasco,Joinville
Brazil,Serie A,2015,09/08/15,Cruzeiro,Palmeiras
Brazil,Serie A,2015,09/08/15,Goias,Atletico-MG
Brazil,Serie A,2015,09/08/15,Ponte Preta,Flamengo
Brazil,Serie A,2015,09/08/15,Sao Paulo,Corinthians
Brazil,Serie A,2015,09/08/15,Chapecoense,Figueirense
Brazil,Serie A,2015,09/08/15,Gremio,Internacional
Brazil,Serie A,2015,12/08/15,Coritiba,Palmeiras
Brazil,Serie A,2015,12/08/15,Flamengo,Atletico-PR
Brazil,Serie A,2015,12/08/15,Goias,Chapecoense
Brazil,Serie A,2015,12/08/15,Santos,Vasco
Brazil,Serie A,2015,12/08/15,Corinthians,Sport
Brazil,Serie A,2015,12/08/15,Figueirense,Sao Paulo
Brazil,Serie A,2015,12/08/15,Internacional,Fluminense
Brazil,Serie A,2015,13/08/15,Ponte Preta,Avai
Brazil,Serie A,2015,13/08/15,Atletico-MG,Gremio
Brazil,Serie A,2015,13/08/15,Joinville,Cruzeiro
Brazil,Serie A,2015,15/08/15,Atletico-PR,Santos
Brazil,Serie A,2015,15/08/15,Vasco,Coritiba
Brazil,Serie A,2015,15/08/15,Sao Paulo,Goias
Brazil,Serie A,2015,16/08/15,Palmeiras,Flamengo
Brazil,Serie A,2015,16/08/15,Avai,Corinthians
Brazil,Serie A,2015,16/08/15,Cruzeiro,Internacional
Brazil,Serie A,2015,16/08/15,Fluminense,Figueirense
Brazil,Serie A,2015,16/08/15,Sport,Ponte Preta
Brazil,Serie A,2015,16/08/15,Chapecoense,Atletico-MG
Brazil,Serie A,2015,16/08/15,Gremio,Joinville
Brazil,Serie A,2015,22/08/15,Goias,Vasco
Brazil,Serie A,2015,22/08/15,Santos,Avai
Brazil,Serie A,2015,22/08/15,Figueirense,Sport
Brazil,Serie A,2015,23/08/15,Coritiba,Chapecoense
Brazil,Serie A,2015,23/08/15,Ponte Preta,Gremio
Brazil,Serie A,2015,23/08/15,Corinthians,Cruzeiro
Brazil,Serie A,2015,23/08/15,Flamengo,Sao Paulo
Brazil,Serie A,2015,23/08/15,Internacional,Atletico-PR
Brazil,Serie A,2015,23/08/15,Joinville,Fluminense
Brazil,Serie A,2015,23/08/15,Atletico-MG,Palmeiras
Brazil,Serie A,2015,29/08/15,Vasco,Figueirense
Brazil,Serie A,2015,29/08/15,Sao Paulo,Ponte Preta
Brazil,Serie A,2015,30/08/15,Avai,Internacional
Brazil,Serie A,2015,30/08/15,Gremio,Coritiba
Brazil,Serie A,2015,30/08/15,Chapecoense,Corinthians
Brazil,Serie A,2015,30/08/15,Fluminense,Atletico-MG
Brazil,Serie A,2015,30/08/15,Palmeiras,Joinville
Brazil,Serie A,2015,30/08/15,Sport,Flamengo
Brazil,Serie A,2015,30/08/15,Atletico-PR,Goias
Brazil,Serie A,2015,30/08/15,Cruzeiro,Santos
Brazil,Serie A,2015,02/09/15,Internacional,Vasco
Brazil,Serie A,2015,02/09/15,Joinville,Sao Paulo
Brazil,Serie A,2015,02/09/15,Ponte Preta,Cruzeiro
Brazil,Serie A,2015,02/09/15,Atletico-MG,Atletico-PR
Brazil,Serie A,2015,02/09/15,Flamengo,Avai
Brazil,Serie A,2015,02/09/15,Corinthians,Fluminense
Brazil,Serie A,2015,02/09/15,Coritiba,Sport
Brazil,Serie A,2015,02/09/15,Goias,Palmeiras
Brazil,Serie A,2015,03/09/15,Santos,Chapecoense
Brazil,Serie A,2015,03/09/15,Figueirense,Gremio
Brazil,Serie A,2015,05/09/15,Sao Paulo,Internacional
Brazil,Serie A,2015,05/09/15,Vasco,Atletico-MG
Brazil,Serie A,2015,05/09/15,Atletico-PR,Joinville
Brazil,Serie A,2015,06/09/15,Chapecoense,Ponte Preta
Brazil,Serie A,2015,06/09/15,Cruzeiro,Figueirense
Brazil,Serie A,2015,06/09/15,Avai,Coritiba
Brazil,Serie A,2015,06/09/15,Fluminense,Flamengo
Brazil,Serie A,2015,06/09/15,Gremio,Goias
Brazil,Serie A,2015,06/09/15,Palmeiras,Corinthians
Brazil,Serie A,2015,06/09/15,Sport,Santos
Brazil,Serie A,2015,09/09/15,Atletico-MG,Avai
Brazil,Serie A,2015,09/09/15,Internacional,Palmeiras
Brazil,Serie A,2015,09/09/15,Ponte Preta,Vasco
Brazil,Serie A,2015,09/09/15,Figueirense,Atletico-PR
Brazil,Serie A,2015,09/09/15,Corinthians,Gremio
Brazil,Serie A,2015,09/09/15,Coritiba,Fluminense
Brazil,Serie A,2015,09/09/15,Santos,Sao Paulo
Brazil,Serie A,2015,10/09/15,Goias,Sport
Brazil,Serie A,2015,10/09/15,Flamengo,Cruzeiro
Brazil,Serie A,2015,10/09/15,Joinville,Chapecoense
Brazil,Serie A,2015,12/09/15,Coritiba,Internacional
Brazil,Serie A,2015,12/09/15,Palmeiras,Figueirense
Brazil,Serie A,2015,13/09/15,Corinthians,Joinville
Brazil,Serie A,2015,13/09/15,Ponte Preta,Santos
Brazil,Serie A,2015,13/09/15,Chapecoense,Flamengo
Brazil,Serie A,2015,13/09/15,Cruzeiro,Atletico-MG
Brazil,Serie A,2015,13/09/15,Gremio,Sao Paulo
Brazil,Serie A,2015,13/09/15,Vasco,Atletico-PR
Brazil,Serie A,2015,13/09/15,Avai,Goias
Brazil,Serie A,2015,13/09/15,Sport,Fluminense
Brazil,Serie A,2015,16/09/15,Fluminense,Palmeiras
Brazil,Serie A,2015,16/09/15,Goias,Ponte Preta
Brazil,Serie A,2015,16/09/15,Joinville,Sport
Brazil,Serie A,2015,16/09/15,Atletico-PR,Gremio
Brazil,Serie A,2015,16/09/15,Figueirense,Avai
Brazil,Serie A,2015,16/09/15,Cruzeiro,Vasco
Brazil,Serie A,2015,16/09/15,Internacional,Corinthians
Brazil,Serie A,2015,16/09/15,Santos,Atletico-MG
Brazil,Serie A,2015,17/09/15,Sao Paulo,Chapecoense
Brazil,Serie A,2015,17/09/15,Flamengo,Coritiba
Brazil,Serie A,2015,19/09/15,Internacional,Figueirense
Brazil,Serie A,2015,19/09/15,Palmeiras,Gremio
Brazil,Serie A,2015,19/09/15,Ponte Preta,Fluminense
Brazil,Serie A,2015,20/09/15,Corinthians,Santos
Brazil,Serie A,2015,20/09/15,Goias,Joinville
Brazil,Serie A,2015,20/09/15,Atletico-MG,Flamengo
Brazil,Serie A,2015,20/09/15,Avai,Sao Paulo
Brazil,Serie A,2015,20/09/15,Vasco,Sport
Brazil,Serie A,2015,20/09/15,Chapecoense,Cruzeiro
Brazil,Serie A,2015,20/09/15,Coritiba,Atletico-PR
Brazil,Serie A,2015,26/09/15,Fluminense,Goias
Brazil,Serie A,2015,26/09/15,Gremio,Avai
Brazil,Serie A,2015,27/09/15,Atletico-PR,Ponte Preta
Brazil,Serie A,2015,27/09/15,Santos,Internacional
Brazil,Serie A,2015,27/09/15,Figueirense,Corinthians
Brazil,Serie A,2015,27/09/15,Flamengo,Vasco
Brazil,Serie A,2015,27/09/15,Joinville,Atletico-MG
Brazil,Serie A,2015,27/09/15,Sao Paulo,Palmeiras
Brazil,Serie A,2015,27/09/15,Cruzeiro,Coritiba
Brazil,Serie A,2015,27/09/15,Sport,Chapecoense
Brazil,Serie A,2015,03/10/15,Coritiba,Atletico-MG
Brazil,Serie A,2015,03/10/15,Internacional,Sport
Brazil,Serie A,2015,03/10/15,Sao Paulo,Atletico-PR
Brazil,Serie A,2015,04/10/15,Avai,Vasco
Brazil,Serie A,2015,04/10/15,Flamengo,Joinville
Brazil,Serie A,2015,04/10/15,Cruzeiro,Gremio
Brazil,Serie A,2015,04/10/15,Goias,Figueirense
Brazil,Serie A,2015,04/10/15,Ponte Preta,Corinthians
Brazil,Serie A,2015,04/10/15,Santos,Fluminense
Brazil,Serie A,2015,04/10/15,Chapecoense,Palmeiras
Brazil,Serie A,2015,14/10/15,Atletico-MG,Internacional
Brazil,Serie A,2015,14/10/15,Sport,Avai
Brazil,Serie A,2015,14/10/15,Figueirense,Flamengo
Brazil,Serie A,2015,14/10/15,Joinville,Coritiba
Brazil,Serie A,2015,14/10/15,Palmeiras,Ponte Preta
Brazil,Serie A,2015,14/10/15,Atletico-PR,Cruzeiro
Brazil,Serie A,2015,14/10/15,Fluminense,Sao Paulo
Brazil,Serie A,2015,15/10/15,Corinthians,Goias
Brazil,Serie A,2015,15/10/15,Vasco,Chapecoense
Brazil,Serie A,2015,15/10/15,Gremio,Santos
Brazil,Serie A,2015,17/10/15,Avai,Palmeiras
Brazil,Serie A,2015,17/10/15,Joinville,Figueirense
Brazil,Serie A,2015,18/10/15,Cruzeiro,Fluminense
Brazil,Serie A,2015,18/10/15,Ponte Preta,Coritiba
Brazil,Serie A,2015,18/10/15,Atletico-PR,Corinthians
Brazil,Serie A,2015,18/10/15,Flamengo,Internacional
Brazil,Serie A,2015,18/10/15,Sao Paulo,Vasco
Brazil,Serie A,2015,18/10/15,Gremio,Chapecoense
Brazil,Serie A,2015,18/10/15,Santos,Goias
Brazil,Serie A,2015,18/10/15,Sport,Atletico-MG
Brazil,Serie A,2015,24/10/15,Fluminense,Atletico-PR
Brazil,Serie A,2015,24/10/15,Figueirense,Santos
Brazil,Serie A,2015,24/10/15,Internacional,Joinville
Brazil,Serie A,2015,24/10/15,Palmeiras,Sport
Brazil,Serie A,2015,25/10/15,Chapecoense,Avai
Brazil,Serie A,2015,25/10/15,Corinthians,Flamengo
Brazil,Serie A,2015,25/10/15,Coritiba,Sao Paulo
Brazil,Serie A,2015,25/10/15,Vasco,Gremio
Brazil,Serie A,2015,25/10/15,Goias,Cruzeiro
Brazil,Serie A,2015,25/10/15,Atletico-MG,Ponte Preta
Brazil,Serie A,2015,31/10/15,Sao Paulo,Sport
Brazil,Serie A,2015,31/10/15,Avai,Cruzeiro
Brazil,Serie A,2015,31/10/15,Ponte Preta,Joinville
Brazil,Serie A,2015,31/10/15,Coritiba,Figueirense
Brazil,Serie A,2015,01/11/15,Atletico-MG,Corinthians
Brazil,Serie A,2015,01/11/15,Chapecoense,Atletico-PR
Brazil,Serie A,2015,01/11/15,Gremio,Flamengo
Brazil,Serie A,2015,01/11/15,Santos,Palmeiras
Brazil,Serie A,2015,01/11/15,Vasco,Fluminense
Brazil,Serie A,2015,01/11/15,Goias,Internacional
Brazil,Serie A,2015,07/11/15,Internacional,Ponte Preta
Brazil,Serie A,2015,07/11/15,Atletico-PR,Avai
Brazil,Serie A,2015,07/11/15,Corinthians,Coritiba
Brazil,Serie A,2015,07/11/15,Fluminense,Chapecoense
Brazil,Serie A,2015,08/11/15,Cruzeiro,Sao Paulo
Brazil,Serie A,2015,08/11/15,Figueirense,Atletico-MG
Brazil,Serie A,2015,08/11/15,Flamengo,Goias
Brazil,Serie A,2015,08/11/15,Palmeiras,Vasco
Brazil,Serie A,2015,08/11/15,Joinville,Santos
Brazil,Serie A,2015,08/11/15,Sport,Gremio
Brazil,Serie A,2015,15/11/15,Cruzeiro,Sport
Brazil,Serie A,2015,18/11/15,Goias,Coritiba
Brazil,Serie A,2015,18/11/15,Atletico-PR,Palmeiras
Brazil,Serie A,2015,18/11/15,Avai,Joinville
Brazil,Serie A,2015,18/11/15,Ponte Preta,Figueirense
Brazil,Serie A,2015,19/11/15,Chapecoense,Internacional
Brazil,Serie A,2015,19/11/15,Gremio,Fluminense
Brazil,Serie A,2015,19/11/15,Santos,Flamengo
Brazil,Serie A,2015,19/11/15,Sao Paulo,Atletico-MG
Brazil,Serie A,2015,19/11/15,Vasco,Corinthians
Brazil,Serie A,2015,21/11/15,Palmeiras,Cruzeiro
Brazil,Serie A,2015,22/11/15,Atletico-MG,Goias
Brazil,Serie A,2015,22/11/15,Corinthians,Sao Paulo
Brazil,Serie A,2015,22/11/15,Figueirense,Chapecoense
Brazil,Serie A,2015,22/11/15,Internacional,Gremio
Brazil,Serie A,2015,22/11/15,Joinville,Vasco
Brazil,Serie A,2015,22/11/15,Flamengo,Ponte Preta
Brazil,Serie A,2015,22/11/15,Coritiba,Santos
Brazil,Serie A,2015,22/11/15,Fluminense,Avai
Brazil,Serie A,2015,22/11/15,Sport,Atletico-PR
Brazil,Serie A,2015,28/11/15,Sao Paulo,Figueirense
Brazil,Serie A,2015,28/11/15,Fluminense,Internacional
Brazil,Serie A,2015,28/11/15,Avai,Ponte Preta
Brazil,Serie A,2015,29/11/15,Cruzeiro,Joinville
Brazil,Serie A,2015,29/11/15,Gremio,Atletico-MG
Brazil,Serie A,2015,29/11/15,Sport,Corinthians
Brazil,Serie A,2015,29/11/15,Chapecoense,Goias
Brazil,Serie A,2015,29/11/15,Palmeiras,Coritiba
Brazil,Serie A,2015,29/11/15,Vasco,Santos
Brazil,Serie A,2015,29/11/15,Atletico-PR,Flamengo
Brazil,Serie A,2015,06/12/15,Atletico-MG,Chapecoense
Brazil,Serie A,2015,06/12/15,Corinthians,Avai
Brazil,Serie A,2015,06/12/15,Coritiba,Vasco
Brazil,Serie A,2015,06/12/15,Figueirense,Fluminense
Brazil,Serie A,2015,06/12/15,Flamengo,Palmeiras
Brazil,Serie A,2015,06/12/15,Goias,Sao Paulo
Brazil,Serie A,2015,06/12/15,Internacional,Cruzeiro
Brazil,Serie A,2015,06/12/15,Joinville,Gremio
Brazil,Serie A,2015,06/12/15,Ponte Preta,Sport
Brazil,Serie A,2015,06/12/15,Santos,Atletico-PR
Brazil,Serie A,2016,14/05/16,Flamengo,Sport
Brazil,Serie A,2016,14/05/16,Palmeiras,Atletico-PR
Brazil,Serie A,2016,14/05/16,Atletico-MG,Santos
Brazil,Serie A,2016,14/05/16,Coritiba,Cruzeiro
Brazil,Serie A,2016,15/05/16,Botafogo,Sao Paulo
Brazil,Serie A,2016,15/05/16,Santa Cruz PE,Vitoria
Brazil,Serie A,2016,15/05/16,America MG,Fluminense
Brazil,Serie A,2016,15/05/16,Corinthians,Gremio
Brazil,Serie A,2016,15/05/16,Figueirense,Ponte Preta
Brazil,Serie A,2016,15/05/16,Internacional,Chapecoense
Brazil,Serie A,2016,21/05/16,Ponte Preta,Palmeiras
Brazil,Serie A,2016,21/05/16,Fluminense,Santa Cruz PE
Brazil,Serie A,2016,21/05/16,Cruzeiro,Figueirense
Brazil,Serie A,2016,22/05/16,Atletico-PR,Atletico-MG
Brazil,Serie A,2016,22/05/16,Santos,Coritiba
Brazil,Serie A,2016,22/05/16,Chapecoense,America MG
Brazil,Serie A,2016,22/05/16,Gremio,Flamengo
Brazil,Serie A,2016,22/05/16,Sao Paulo,Internacional
Brazil,Serie A,2016,22/05/16,Vitoria,Corinthians
Brazil,Serie A,2016,22/05/16,Sport,Botafogo
Brazil,Serie A,2016,25/05/16,Botafogo,Atletico-PR
Brazil,Serie A,2016,25/05/16,Figueirense,Santos
Brazil,Serie A,2016,25/05/16,America MG,Vitoria
Brazil,Serie A,2016,25/05/16,Flamengo,Chapecoense
Brazil,Serie A,2016,25/05/16,Coritiba,Sao Paulo
Brazil,Serie A,2016,25/05/16,Palmeiras,Fluminense
Brazil,Serie A,2016,25/05/16,Santa Cruz PE,Cruzeiro
Brazil,Serie A,2016,26/05/16,Corinthians,Ponte Preta
Brazil,Serie A,2016,26/05/16,Internacional,Sport
Brazil,Serie A,2016,26/05/16,Atletico-MG,Gremio
Brazil,Serie A,2016,28/05/16,Cruzeiro,America MG
Brazil,Serie A,2016,28/05/16,Atletico-PR,Figueirense
Brazil,Serie A,2016,28/05/16,Chapecoense,Santa Cruz PE
Brazil,Serie A,2016,29/05/16,Ponte Preta,Flamengo
Brazil,Serie A,2016,29/05/16,Sport,Corinthians
Brazil,Serie A,2016,29/05/16,Fluminense,Botafogo
Brazil,Serie A,2016,29/05/16,Sao Paulo,Palmeiras
Brazil,Serie A,2016,29/05/16,Vitoria,Atletico-MG
Brazil,Serie A,2016,29/05/16,Gremio,Coritiba
Brazil,Serie A,2016,29/05/16,Santos,Internacional
Brazil,Serie A,2016,01/06/16,Internacional,Atletico-PR
Brazil,Serie A,2016,01/06/16,Corinthians,Santos
Brazil,Serie A,2016,01/06/16,Coritiba,Chapecoense
Brazil,Serie A,2016,01/06/16,Santa Cruz PE,Sport
Brazil,Serie A,2016,01/06/16,Atletico-MG,Fluminense
Brazil,Serie A,2016,01/06/16,Botafogo,Cruzeiro
Brazil,Serie A,2016,01/06/16,Figueirense,Sao Paulo
Brazil,Serie A,2016,02/06/16,America MG,Ponte Preta
Brazil,Serie A,2016,02/06/16,Flamengo,Vitoria
Brazil,Serie A,2016,02/06/16,Palmeiras,Gremio
Brazil,Serie A,2016,04/06/16,Atletico-PR,Santa Cruz PE
Brazil,Serie A,2016,04/06/16,Chapecoense,Fluminense
Brazil,Serie A,2016,04/06/16,Corinthians,Coritiba
Brazil,Serie A,2016,05/06/16,America MG,Figueirense
Brazil,Serie A,2016,05/06/16,Santos,Botafogo
Brazil,Serie A,2016,05/06/16,Flamengo,Palmeiras
Brazil,Serie A,2016,05/06/16,Gremio,Ponte Preta
Brazil,Serie A,2016,05/06/16,Sport,Atletico-MG
Brazil,Serie A,2016,05/06/16,Vitoria,Internacional
Brazil,Serie A,2016,05/06/16,Cruzeiro,Sao Paulo
Brazil,Serie A,2016,11/06/16,Internacional,America MG
Brazil,Serie A,2016,11/06/16,Ponte Preta,Chapecoense
Brazil,Serie A,2016,11/06/16,Fluminense,Gremio
Brazil,Serie A,2016,11/06/16,Sao Paulo,Atletico-PR
Brazil,Serie A,2016,12/06/16,Botafogo,Vitoria
Brazil,Serie A,2016,12/06/16,Coritiba,Sport
Brazil,Serie A,2016,12/06/16,Atletico-MG,Cruzeiro
Brazil,Serie A,2016,12/06/16,Figueirense,Flamengo
Brazil,Serie A,2016,12/06/16,Palmeiras,Corinthians
